crawled_at,isbn,title,cover,author,publisher,pub_date,price,discount_percent,category_type,category_name,parent_category,page_count,description
,9.79E+12,고전이 답했다 마땅히 가져야 할 부에 대하여,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791193939314.jpg,고명환,라곰,2025-07-02,16020,10,국내도서,성공/처세,자기계발,280,"노벨문학상 수상작가 한강과 함께 교보문고 출판어워즈 ‘올해의 작가상’을 수상하며 2024년 고전 읽기 열풍을 몰고 온 이 시대 최고의 자기계발 작가. 한 달에 30여 차례 전국의 강연장을 찾아가 독자들을 만나고, 매일 아침 유튜브를 통해 10만 독자들에게 동기부여 강연을 하는 고명환이 『고전이 답했다 마땅히 살아야 할 삶에 대하여』에 이어 이번에는 ‘마땅히 가져야 할 부(富)’에 대해 말한다. 『고전이 답했다 마땅히 가져야 할 부에 대하여』는 많은 사람들의 고민이자 가장 관심 있는 주제 ‘돈’에 관해 말한다. 나는 부자가 될 수 있는지, 얼마만큼 가져야 하는지, 부자가 되려면 무엇을 해야하는지 등 돈과 관련된 질문을 던지고 고전에서 그 답을 찾아간다. 돈과 성공의 상징 『위대한 개츠비』에서 소외된 도시 하층민의 고통을 다룬 『난장이가 쏘아 올린 작은 공』까지, 전 세계 1억부 판매의 저자인자 세일즈맨 엘버트 하버드의 『가르시아 장군에게 보내는 편지』에서 성경 다음으로 읽힌 성공학의 바이블 『생각하라 그리고 부자가 되어라』까지 수백 년의 경험과 지혜가 압축된 고전을 통해 해답을 찾는다. 부의 이치를 깨달으면 누구나 마땅히 가질 수 있다. 저자가 선별한 부록 꼭 알아야 하는 금융용어 ‘부자들의 언어 36개’는 부에 한발 더 가까이 갈 수 있도록 도와줄 것이다."
,9.79E+12,급류,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788937473401.jpg,정대건,민음사,2022-12-22,12600,10,국내도서,한국소설,소설,300,"2020년 《한경신춘문예》에 장편소설 『GV 빌런 고태경』이 당선되어 작품 활동을 시작한 소설가 정대건의 두 번째 장편소설 『급류』가 오늘의 젊은 작가 시리즈 40번으로 출간되었다. 『급류』는 저수지와 계곡이 유명한 지방도시 ‘진평’을 배경으로, 열일곱 살 동갑내기인 ‘도담’과 ‘해솔’의 만남과 사랑을 그린 소설이다. 아빠와 함께 수영을 하러 갔던 도담이 한눈에 인상적인 남자아이 ‘해솔’이 물에 빠질 뻔한 것을 구하러 뛰어들며 둘의 인연은 시작된다. 운명적이고 낭만적으로 보이는 첫 만남 이후 둘은 모든 걸 이야기하고 비밀 없는 사이가 되지만, 그 첫사랑이 잔잔한 물처럼 평탄하지만은 않다. 모르는 사이에 디뎌 빠져나올 수 없이 빨려드는 와류처럼 둘의 관계는 우연한 사건으로 다른 국면을 맞이한다. 도담과 해솔의 관계가 연인으로 발전하던 어느 날, 해솔의 엄마와 도담의 아빠가 불륜 관계인 듯한 정황이 드러나고 이에 화가 난 도담은 그 둘이 은밀히 만나기로 한 날 밤 랜턴을 들고 그들의 뒤를 밟는다. 그리고 그곳에서 생각지도 못한 사고가 벌어진다. 그날 이후, 진평에서 오직 서로가 전부이던, 나누지 못할 비밀이 없던 도담과 해솔의 관계와 삶은 순식간에 바뀌어 버린다. 해솔의 엄마와 도담의 아빠는 어떤 관계였던 걸까? 그 날, 그 밤 도담과 해솔은 어떤 일을 겪게 된 걸까?"
,9.79E+12,료의 생각 없는 생각,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791170403319.jpg,료,열림원,2025-06-16,18000,10,국내도서,나라별 에세이,시/에세이,360,"‘런던베이글뮤지엄’, ‘아티스트베이커리’, 카페 ‘하이웨스트,’ ‘레이어드’ 등의 감각적 공간 브랜드를 창업하고, 브랜드를 전국의 ‘빵지순례객’들이 찾는 명소로 만든 사람, 료. 그녀가 창조한 공간은 ‘꾸며진 컨셉’이 아닌, 감정이 축적된 풍경이다. 수많은 사람들이 줄 서는 공간을 만든 그녀는 브랜드보다 오래 남는 감각과 마음을 믿는다. 그 믿음은 그녀가 만들어온 시간의 결, 그리고 켜켜이 쌓인 감정의 레이어 속에 고스란히 담겨 있다. 그 다층적인 시간과 감정을 자신만의 언어로 길어 올려, 첫 산문집 『료의 생각 없는 생각』에 담아냈다. 언제나 말보다 시선을 먼저 보내는 그녀의 문장은 조용하지만 단단하다. 장르와 형식에 갇히지 않고, 온전히 ‘나다움’을 지켜내는 그녀의 글은 얼핏 가벼운 일상의 스케치처럼 보이지만, 그 안에는 삶에 대한 깊은 애정, 인간을 향한 다정한 시선, 그리고 자기 자신에 대한 끊임없는 질문이 담겨 있다."
,9.79E+12,소년이 온다,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788936434120.jpg,한강,창비,2014-05-19,13500,10,국내도서,한국소설,소설,216,"2014년 만해문학상, 2017년 이탈리아 말라파르테 문학상을 수상하고 전세계 20여개국에 번역 출간되며 세계를 사로잡은 우리 시대의 소설 『소년이 온다』. 이 작품은 『채식주의자』로 인터내셔널 부커상을 수상한 한강 작가에게 “눈을 뗄 수 없는, 보편적이며 깊은 울림”(뉴욕타임즈), “역사와 인간의 본질을 다룬 충격적이고 도발적인 소설”(가디언), “한강을 뛰어넘은 한강의 소설”(문학평론가 신형철)이라는 찬사를 선사한 작품으로, 그간 많은 독자들에게 광주의 상처를 깨우치고 함께 아파하는 문학적인 헌사로 높은 관심과 찬사를 받아왔다. 『소년이 온다』는 ‘상처의 구조에 대한 투시와 천착의 서사’를 통해 한강만이 풀어낼 수 있는 방식으로 1980년 5월을 새롭게 조명하며, 무고한 영혼들의 말을 대신 전하는 듯한 진심 어린 문장들로 5·18 이후를 살고 있는 우리에게 묵직한 질문을 던진다. 이 작품은 가장 한국적인 서사로 세계를 사로잡은 한강 문학의 지향점을 보여준다. 인간의 잔혹함과 위대함을 동시에 증언하는 이 충일한 서사는 이렇듯 시공간의 한계를 넘어 인간 역사의 보편성을 보여주며 훼손되지 말아야 할 인간성을 절박하게 복원한다."
,9.79E+12,스토너,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788925554990.jpg,존 윌리엄스,알에이치코리아,2015-01-02,15120,10,국내도서,영미소설,소설,396,"1965년 미국에서 발표된 후 오랜 시간 독자들에게 잊혀졌던 작품이 유럽 출판계와 평론가, 독자들의 열렬한 반응을 이끌어내며 베스트셀러가 되었다. 50년의 시차를 뛰어넘어 미국과 유럽 그리고 전 세계의 마음을 사로잡은 작품, 『스토너』의 이야기다. 농부의 아들로 태어나 문학을 사랑했으며 묵묵히 자신의 길을 가고자 했던 윌리엄 스토너. 세상의 기준에서 실패자와 다른 없는 삶을 산 한 남자의 이야기가 발표된 지 50년이 지난 지금 다시 주목 받은 이유는 무엇일까. 농업을 배우기 위해 대학에 진학해 영문학개론 수업에서 접한 셰익스피어의 일흔세 번째 소네트를 접한 후 문학을 사랑하게 된 스토너는 고향에 돌아가는 대신 대학에 남아 영문학도의 길을 택한다. 사랑하는 여인과 결혼해 가정을 이루고 교수가 되지만 어느 순간 가족과 동료들로부터 고립되어 슬프고 쓸쓸한 삶을 살아간다. 세계대전과 대공황 속에서도 개인적인 불행과 사랑의 실패에 시달리면서도, 갑작스러운 병마와 싸우면서도 그는 일생을 바친 자신의 연구처럼 마지막까지 자기 자신으로 살고자 한다. 자신의 일생을 통해 무언가를 증명하려는 듯 말이다. 언뜻 초라한 실패담에 불과해 보이는 소박한 이야기이지만 작가 존 윌리엄스는 스토너의 삶을 조금 다르게 그려냈다. 특유의 집요하리만치 세밀한 서술로 이 특별할 것 없는 남자의 인생을 진실하고 강렬하게 묘사하며 독자들로 하여금 주인공 스토너에 깊이 공감하게 만들었다. 비록 저자가 그려낸 스토너의 삶은 쓸쓸했지만 우리는 누구나 철저히 혼자라는 인생의 진리를, 사는 모습은 달라도 우리는 누구나 스토너임을, 우리의 일생에 인생의 모든 빛나는 순간이 담겨 있을 수 있음을 깨닫게 해줬다. 바로 이것이 스토너의 삶에 귀 기울이는 이유이자 뜨거운 감동의 근원일 것이다."
,9.79E+12,장미와 나이프,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791194930136.jpg,히가시노 게이고,반타,2025-06-16,16200,10,국내도서,일본소설,소설,348,"1985년 《방과 후》로 제31회 에도가와 란포상을 수상하며 작가로서 화려하게 데뷔한 히가시노 게이고. 그의 데뷔 40주년을 기념하여 독자들의 복간 요청이 쇄도했던 숨은 명작 《탐정 클럽》이 《장미와 나이프》라는 새로운 제목과 표지로 반타에서 다시 출간되었다. 이 작품은 히가시노 게이고의 대표적인 초기 문제작으로 그의 추리 세계와 정체성을 구축한 초석이자 현대 추리·미스터리물의 가장 완벽한 바이블이라고 할 수 있다. ‘미스터리의 제왕’이자 명실상부 한국인이 가장 사랑하는 일본소설계의 거장 히가시노 게이고는 《용의자 X의 헌신》, 《나미야 잡화점의 기적》, 〈가가 형사 시리즈〉 등 대형 베스트셀러를 비롯해 오랜 시간 다양한 작품을 통해 우리를 찾아왔다. 그의 이야기는 단순한 소설적 재미를 넘어 다양한 층위의 감정과 철학, 구조적인 정교함을 담아 지적 쾌감과 정서적 울림을 동시에 준다는 점에서 독자적인 의의를 가지고, 그 매력을 여과 없이 선보이며 많은 마니아층을 형성했다. “히가시노 게이고의 진짜 정체성을 엿볼 수 있는 수작”, “장편보다 강렬한 단편”, “처음 읽었을 때보다 두 번 읽었을 때 가치가 더욱 발하는 책” 등의 찬사를 받은 《장미와 나이프》는 히가시노 게이고 월드의 뿌리이자 그의 추리 정체성을 일선에서 설명하는 작품이다. 또한 사회 부유층을 대상으로 운영되는 회원제 조사기관 ‘탐정 클럽’의 추리를 통해 인간의 본능과 죄의식, 의심과 배신, 살의라는 감정을 적나라하고 신랄하게 추적하는, 가히 우리가 기다리던 히가시노 게이고식 추리의 집약체라 할 수 있다. 이 책을 읽은 후 속편화와 시리즈화에 대한 염원을 쏟아냈던 독자에게는 다시 한번 향수를 느끼게 하고, 처음 읽었을 때와 전혀 다른 작품 재해석의 재미를 선사한다. 또한 히가시노 게이고의 소설 혹은 본격 미스터리 장르를 처음 접하게 된 독자에게는 최고의 입문서가 되어 줄 것이다."
,9.79E+12,새로운 질서,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791155818442.jpg,헨리 키신저,윌북,2025-08-14,17820,10,국내도서,경제일반,경제/경영,272,"“AI를 인간답게 만들 것인가, 우리가 AI를 닮아갈 것인가?” 인공지능이 물처럼 퍼진 세상에서, 세 거인이 근본적인 화두를 던지는 책이 나왔다. 초인적인 기계 지능에 적응하고 진화하거나, 수동적인 소비자/방관자로 전락하거나, 『새로운 질서』는 기로에 선 인류에게 펼쳐질 다양한 미래 시나리오를 생생하게 그려낸 전략서다. 이 책은 이념보다 현실을 중시하는 레알폴리티크(Realpolitik, 현실정치)의 신봉자이자 20세기 ‘외교의 역사’로 불리는 헨리 키신저의 유작이다. 키신저 박사는 2023년 11월 29일, 100세를 일기로 생을 마감하기 직전까지 중국을 방문해 시진핑 주석과 AI의 위력과 위협에 관하여 논의했다. 산전수전을 다 겪은 정치가이자 이제는 세상사를 내려두고 휴식해도 이상하지 않을 고령이었지만, AI에 대한 입체적 대응을 인류 차원의 중요한 문제로 끝까지 인식했다. 또한 구글 전 CEO이자 미국 싱크탱크 특별경쟁연구프로젝트(SCSP)의 설립자 에릭 슈밋, 마이크로소프트 전 연구 책임자이자 시스템생물학연구소(IBS) 소장 크레이그 먼디가 공저자로 참여해 최신 AI의 기술적 성과와 가능성을 풀어냈다. 저자들은 인간의 뇌와 현실 인식, 정치와 안보는 물론 과학의 지평과 전략까지 AI가 여덟 가지 사유와 활동에 미치는 영향을 심도 있게 고찰한다. 과연 어떤 세상이 펼처질까? 책에서 예견하는 여러 가지 미래는 인류의 입장에서 무엇 하나 호락호락하지 않다. 이를테면 단 하나의 완벽한 지능에 도달하려는 경쟁 속에서 전통적인 견제가 통하지 않는 승자가 절대적인 패권을 휘두른다. 어쩌면 특정 AI 기업이 경제를 넘어 사회적·군사적·정치적 위력을 전부 축적할 수도 있다. 이 모든 위기를 극복하고 AI가 가져올 편익과 위협의 균형을 잡아줄 구체적인 전략들을 이 책에서 살펴보자."
,9.79E+12,주식 투자의 기쁨,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791130668895.jpg,후지모토 시게루,다산북스,2025-08-11,17820,10,국내도서,재테크/금융,경제/경영,312,"“저는 주식에 ‘마음·기술·몸’이 모두 필요하다고 생각합니다. ‘마음’은 주가의 움직임에 일희일비하지 않고 그 자리에서 최적의 행동을 취할 수 있는 냉정한 마음입니다. ‘기술’은 ‘지금이다!’라고 생각할 때 매매하는 기술을 뜻합니다. ‘몸’은 건강한 신체와 자금 융통성, 두 가지를 모두 가리킵니다. 이 요소들 중에서 하나만 부족해도 만족스러운 결과는 나오지 않을 것입니다.” 블랙먼데이, 버블 붕괴, 리먼 쇼크, 동일본 대지진, 코로나19 사태 등 숱한 경제 위기를 온몸으로 맞으며 주식 시장에서 버텨내고, 결국엔 자산을 180억 원으로 불린 사람이 있다. 무려 70년간 자신만의 루틴으로 주식 투자를 이어온 일본의 워런 버핏, 후지모토 시게루다. 19세의 나이에 주식 투자를 시작해 89세가 된 지금까지도 그는 매일 새벽 2시에 일어나 경제 뉴스와 미국 주식 시장, 선물 동향 등을 확인하는 현역 트레이더다. 한신·아와지 대지진 때는 맨몸으로 집을 빠져나와 세간 살림을 몽땅 잃은 적도 있고, 버블 붕괴로 인해 어렵게 쌓은 자산의 80%를 한번에 날리기도 했지만, 그는 결국 주식으로 180억 원의 수익을 올리며 수많은 젊은 투자자에게 귀감이 되고 있다. 지금도 여전히 3대의 모니터 앞에 앉아 열띤 트레이딩을 이어가고 있는 시게루는 “주식 투자가 진심으로 즐겁기 때문에 지금까지 투자를 이어오고 있다”고 말한다. 그가 그토록 즐겁게 투자를 이어오고 궁극에는 엄청난 수익률을 기록할 수 있었던 비법을 자신의 책 『주식 투자의 기쁨』에 모두 담아냈다. “가격이 떨어진 주식을 사고, 가격이 오른 주식을 판다. 제가 하고 있는 건 이것이 전부입니다. 이것이 70년 전에도, 지금도, 그리고 100년이 지난 후에도 변하지 않을 투자의 진리니까요.” 이 책 『주식 투자의 기쁨』은 너무나 단순하지만 우리가 간과하는 것들, 시장의 움직임에 현혹되어 잘못된 판단을 내리는 순간들을 되돌아보게 해주고, 예측대로 주가가 움직일 때 느끼는 쾌감과 수익률이 뛰는 즐거움을 잊고 있던 한국의 투자자들에게 살아 있는 교훈과 투자 비법을 아낌없이 전한다."
,9.79E+12,행동은 불안을 이긴다,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791193904152.jpg,롭 다이얼,서삼독,2025-04-16,18000,10,국내도서,자기능력계발,자기계발,344,"현재 미국에서 가장 떠오르는 자기계발 멘토이자 동기부여 전문가인 롭 다이얼이 행동하기를 주저하는 이들의 문제점을 분석하고, 이를 타개할 실천적 방법을 제시하기 위해 ≪행동은 불안을 이긴다≫를 펴냈다. 출간 즉시 아마존 4개 분야의 1위를 달성하며 베스트셀러가 된 이 책은 토니 로빈스, 앤드류 후버만, 주언규PD, 드로우앤드류, 기록친구 리니 등 국내외 자기계발 리더들의 극찬을 받았으며, 의지박약과 만성적 미루기에서 벗어나는 하나의 해답, ‘아주 작은 행동 설계법’을 소개한다. 이 책은 아주 작은 행동 설계에 필요한 딱 두 가지의 핵심을 전한다. 존재하지 않는 공포와 불안에 속아 현실에 안주하는 마음을 버릴 것. 그리고 몸이 먼저 움직이는 행동 자동화 패턴을 익힐 것. 책에서 제시하는 방법들을 하나씩 완수하고, 몸으로 익힐 때 비로소 의지박약과 만성적 미루기에서 벗어나 행동하는 인생으로 나아갈 수 있을 것이다. 말만으로는 인생을 바꿀 수 없다. 귀찮음을 이기고 침대 밖으로 한 발을 내딛는 순간 하루가 저절로 시작되듯, 노트북의 전원 버튼을 켜는 순간 오늘의 할 일을 시작하듯, 책의 첫 번째 페이지를 넘기는 순간 독서를 시작하듯, 몸이 먼저 반응하는 1%의 행동 변화가 지금과는 다른 인생을 만들어낼 것이다. 저자가 몸소 증명해낸 ‘행동 자동화 패턴’을 통해 당신의 숨은 잠재력을 폭발시키고, 원하는 목표를 이루는 순간을 맞이하길 바란다."
,9.79E+12,워런 버핏 삶의 원칙,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791193262641.jpg,구와바라 데루야,필름(Feelm),2025-07-30,22500,10,국내도서,경영일반,경제/경영,424,"버핏의 삶은 엄격한 원칙 위에서 완성됐다. 투자에서도, 인생에서도 그의 성공을 따르고 싶다면 삶의 방식부터 훔쳐야 한다! “투자의 대가, 워런 버핏의 삶에서 최고의 원칙을 얻다.” 《워런 버핏 삶의 원칙》은 가치투자의 대가이자 수많은 사람들이 선망하는 워런 버핏의 신념과 행동, 그리고 철학이 어떻게 거대한 성공을 만들어냈는지를 보여주는 일종의 일대기다. 6세부터 90세가 넘는 현재에 이르기까지 버핏의 생애를 다섯 시기로 나누고, 각 시기의 결정적 선택과 그 배경이 된 철학을 그의 실제 발언과 함께 기록했다. 또한 그동안 투자법이나 수치로만 주목받았던 버핏의 성공을, 삶과 그의 어록으로 새롭게 조명했다는 점에서 이 책은 더욱 주목을 받고 있다. 이 책에 담긴 말들은 세계 최고 투자자의 명언이지만, 놀랍게도 정작 그 메시지는 ‘돈을 버는 법’이 아니라 ‘삶을 살아가는 태도’에 맞춰져 있다. 버핏은 자신의 원칙을 투자뿐만 아니라, 삶에 있어서도 적용했던 것이었다. “일단 시작하지 않으면 절대 성공할 수 없습니다”, “실패한 방법을 굳이 반복할 필요는 없습니다” 등 버핏의 원칙이 담긴 한 문장 한 문장을 읽어가다 보면 그가 어떤 마음으로 세상을 살아갔는지 뼛속 깊이 느낄 수 있을 것이다. 수십 년간 버핏은 주주 서한과 언론매체를 통해 투자뿐 아니라 삶의 본질에 대해 말해왔다. 이 책은 그 메시지 가운데 마음에 새길 만한 365가지 문장을 엄선해 담았으며, 돈을 다루는 방법부터 인간관계, 시간 관리, 성공과 실패에 대한 통찰까지 삶 전반에 적용할 수 있는 실천적 지혜가 담겨 있다. 또한 각 원칙들에는 버핏의 삶과 연관된 뒷이야기가 있어 평소 버핏을 존경하고 궁금해했던 이들에게도 더욱 반가운 책이 될 것이다."
,9.79E+12,싯다르타,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788937460586.jpg,헤르만 헤세,민음사,2002-01-20,7200,10,국내도서,독일소설,소설,240,"“만약 마음속에 있는 모든 욕망과 모든 충동이 침묵한다면, 존재 속에 있는 가장 내밀한 것, 이제 더 이상 자아가 아닌 것, 그 위대한 비밀이 눈뜨게 될 것이었다.” 인도에서 가장 높은 계급인 브라만의 아들 싯다르타는 깨달음을 얻기 위해 아버지의 만류에도 친구 고빈다와 함께 출가한다. 그는 불교를 창시한 석가모니 수하에서 수행할 기회를 얻지만, 부처의 가르침을 통해서가 아니라 스스로 깨달음을 찾아야 한다는 것을 깨닫고는 친구 고빈다를 두고 홀로 길을 떠난다. 이후 싯다르타는 중년이 될 때까지 사랑하는 여인과 부유한 상인을 만나 세속의 욕망을 즐기다가 그에 찌든 자신을 발견하고 모든 것을 버린 채 뱃사공이 된다. 『싯다르타』는 헤세가 거의 일 년 반 동안 창작이 거의 불가능할 정도로 심한 우울증을 앓다가 정신 치료를 받은 후 발표한 작품이다. 동서양의 정신적 유산을 시적으로 승화한 일종의 종교적 성장소설로 볼 수 있는데 영원을 향한 갈망과 인간의 내면을 깊이 파고드는 초월에 대한 의지를 단순하고도 서정적인 문체로 담아냈다. 정형화된 종교 교리와 자족적인 영혼의 성찰 사이의 고뇌를 섬세하게 그리며 자아 발견을 위한 길이 하나로 정해져 있지 않음을 시사하고 철학이나 종교, 그 밖의 모든 신념에 맹목적으로 의지하고자 하는 고정관념에 도전한 작품이다."
,9.79E+12,흔한남매 19,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791173473968.jpg,흔한남매,미래엔아이세움,2025-04-18,14220,10,국내도서,어린이만화,어린이(초등),180,"태권도를 배우는 으뜸이와 에이미, 흔식이와의 첫 만남, 씁아저씨 집에 놀러 간 흔한남매, 소파에서 오래 버티기 대결, 흔한 일상 속 공감 포인트, 공포의 학교 안내 방송, 엄마와 우리의 흔한 차이점 등 활기찬 흔한남매의 일상을 통해 스트레스를 날려 보아요! 유튜브 291만 구독 돌파! 인기 크리에이터 흔한남매 ‘흔한남매’는 유튜브 구독자 수가 291만 명, 누적 조회 수가 38억 회를 넘어서는 인기 크리에이터로, 흔한컴퍼니에 소속되어 있습니다. 상황극?콩트 등을 통해 어린이들에게 큰 사랑을 받고 있으며, 주로 남매 사이에서 일어날 수 있는 현실적인 에피소드를 코믹하게 그려 내어 웃음과 공감을 이끌어 내고 있습니다. “흔한남매를 읽고 까르르 웃을 때가 제일 행복한 시간이래요.” ‘유쾌한 우애’와 ‘순수한 웃음’, ‘따뜻한 공감’으로 어린이들의 마음을 사로잡은 No.1 베스트셀러! 《흔한남매》 시리즈는 ‘흔한남매’ 유튜브 영상의 스토리를 앙증맞고 유머러스한 만화로 풀어 낸 코믹북입니다. 하루도 조용할 날이 없는 으뜸이와 에이미의 일상 스토리는 진짜 웃음이 필요한 어린이들에게 유쾌한 우애와 순수한 웃음을 선사할 것입니다."
,9.79E+12,주술회전 30: 앞으로,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791142803550.jpg,Gege Akutami,서울미디어코믹스(서울문화사),2025-08-01,5400,10,국내도서,SF/판타지,만화,준비중,"★미니 아크릴 블록 한정판 동시 발행! 특전 1〉 일러스트 카드 2종(초판 한정) 특전 2〉 일러스트 카드(PET) (선착순 한정) 약식판권 : JUJUTSU KAISEN ⓒ2018 by Gege Akutami / SHUEISHA Inc. 영혼의 경계에 술식 ‘해(解)’를 박아넣어 스쿠나를 후시구로와 떼어놓고자, 이타도리는 영역을 전개--그 필중 효과로 스쿠나를 압박한다!! 저주를 둘러싼 싸움에 종지부를 찍을 마지막 비장의 카드는?! 대폭 새로 그린 내용으로 선사하는 최고의 마지막 권!!"
,9.79E+12,최소한의 한국사(20만 부 기념 광복에디션),https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791198243430.jpg,최태성,프런트페이지,2023-06-21,16200,10,국내도서,한국사,역사/문화,352,"수많은 독자에게 한국사 자신감을 불어넣은 《최소한의 한국사》가 20만 부를 기념하며 광복 80주년 특별판으로 출간된다. 한정판으로 발간된 이번 광복에디션은 전통 채색과 리소그래피를 통해 민화를 현대적으로 그리는 김누리 작가의 작품으로 표지를 꾸몄다. 표지 작품은 아름다운 우리 강산을 배경으로 민족의 상징 꽃인 무궁화와 악귀 쫓는 수호신을 뜻하는 호랑이를 그려내 해방의 기쁨과 새 시대를 향한 희망을 표현했다. 저자 최태성은 광복에디션을 펴내며 광복의 의미와 역사를 배우는 이유에 대해 이렇게 말했다. “광복은 ‘다시, 빛을 찾다’라는 뜻입니다. 1910년 8월 29일 대한민국은 국권을 상실하며 빛을 잃었고, 1945년 8월 15일 다시 빛을 찾았습니다. 35년간의 일제강점기에 살던 많은 사람이 그들 뒤에 오는 사람들은 식민지 백성으로 살지 않게 하겠노라는 꿈을 꾸었어요. 그 꿈을 위해 재산을, 삶을 내놓았습니다. 역사는 이렇듯 오늘날의 우리가 참 많은 사람의 사랑을 받았다는 사실을 일깨웁니다. 광복 80주년, 이제 우리가 그분들을 기억할 시간입니다.” 우리 역사를 제대로 이해하기 위한 최소한의 지식을 담은 《최소한의 한국사》는 2023년 출간 이후 104주 연속 베스트셀러의 자리를 지켰고 예스24 올해의 책, 전국 도서관 사서 추천도서 등에 선정되며 명실상부 최고의 한국사 입문서로 입지를 굳혔다. 광복 80주년을 맞아 우리 역사를 제대로 공부해 보고 싶은 사람, 역사 속에서 가슴 뜨거워지는 감동을 찾고 싶은 사람, 끊이지 않는 역사 논쟁에 올바른 역사가 궁금한 사람이라면 이 책이 최고의 선택이 되어줄 것이다. 감각적인 표지로 보는 맛과 읽는 맛을 두루 갖춘 《최소한의 한국사》‘광복에디션’으로 한국사 자신감을 충전해 보자."
,9.79E+12,구의 증명(리커버판),https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791167372864.jpg,최진영,은행나무,2023-04-26,10800,10,국내도서,한국소설,소설,192,사랑 후 남겨진 것들에 관한 숭고할 만큼 아름다운 이야기 최진영 소설 《구의 증명》은 사랑하는 연인의 갑작스러운 죽음 이후 겪게 되는 상실과 애도의 과정을 통해 삶의 의미 혹은 죽음의 의미를 되묻는 소설이다. 이 작품에서 최진영은 퇴색하지 않는 사랑의 가치를 전면에 내세우고 아름다운 문장과 감성적이며 애절한 감수성을 통해 젊고 아름다운 남녀의 열정적인 사랑과 냉정한 죽음에 대해 세련된 감성과 탁월한 문체로 담아내고 있다.
,9.79E+12,시한부,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791193647646.jpg,백은별,바른북스,2024-01-23,15120,10,국내도서,청소년 소설,청소년,312,"신예 작가 백은별의 성장 소설 『시한부』는 우울과 방황의 경계에 선 사춘기 청소년을 섬세하게 그려낸다. 15살의 시선으로 대한민국 학교 현실 최전방에서 ‘자발적 시한부’를 택하는 학생들의 실태를 폭로하고 있다. 최근 통계에 따르면 대한민국은 11년째 청소년 사망 원인 1위가 자살이라고 한다(여성가족부, 2023 청소년 통계). 그만큼 ‘청소년 우울’, ‘청소년 자살’이란 키워드는 현시대를 살아가고 있는 청소년들에게 떼려야 뗄 수 없는 문제가 되었다. 어른들은 그저 철없는 투정, 지나가는 한낱 감정으로 치부하지만, 실제 청소년들이 느끼는 우울감은 더 깊고 무겁다. 백은별 작가는 같은 10대로서 청소년들이 느끼는 우울과 혼란, 죽음에 관한 고민을 『시한부』 등장인물들의 서사에 반영해 구체화했다. 주인공 수아와 단짝 윤서뿐만 아니라 주변 인물들에게도 각각의 서사를 부여함으로써 ‘우울’, ‘자살’에 관한 다양한 관점을 보여준다. 와디즈 크라우드 펀딩부터 이례적으로 높은 달성률을 자랑한 백은별 작가의 『시한부』는 도서 출간부터 많은 청소년과 보호자의 사랑을 받고 있다. 트라우마 속에서 자발적 시한부가 되기로 선택한 주인공들의 이야기가 죽음을 생각하고 있는 이들에게 위안과 희망의 메시지가 되길 바란다."
,9.79E+12,데일 카네기 인간관계론(50만부 돌파 초판 무삭제 완역본),https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791187142560.jpg,데일 카네기,현대지성,2019-10-07,10350,10,국내도서,성공/처세,자기계발,352,"사람을 다루는 핵심 원리는 무엇일까? 어떻게 하면 호감 가는 사람이 될 수 있을까? 원하는 것을 얻어내는 가장 효과적인 방법은 무엇일까? 인간관계는 친구를 만들고 적을 만들지 않는 것에서 시작된다. 『데일 카네기 인간관계론』은 이런 인간관계의 핵심을 꿰뚫는다. “친구를 만들고, 사람을 설득하는 법”이라는 제목으로 1936년 출간된 데일 카네기의 책은 세기가 바뀐 지금까지도 전 세계 수많은 사람에게 영향을 끼치고 있다. 이후에 나온 모든 자기계발서가 이 책의 영향을 받았다고 해도 과언이 아니다. 세계적인 투자자 워런 버핏의 인생을 바꾼 책이자, 누구나 꼭 읽어야 할 필독서이기도 하다. 『데일 카네기 인간관계론』은 가장 단순하고 실용적인 원칙들로 복잡한 인간관계에 대한 우리의 고민을 명쾌하게 해결해준다. 이 책은 1936년 출간된 초판을 완역해 원전의 맛을 살렸다. 데일 카네기가 그 당시 무엇을 보고 어떤 생각을 하며 이 책을 썼는지 이해할 수 있게 된 셈이다. 카네기의 생생한 말과 함께 시대를 초월하고 지역을 뛰어넘은 세계적인 베스트셀러를 만나보자."
