Cover,Title,Author,Publisher,PublicationDate,Price,Description
https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791191056372.jpg,돈의 심리학(30만 부 기념 스페셜 에디션),모건 하우절,·,인플루엔셜,10%,"월스트리트저널에서 10년 넘게 금융과 투자에 대한 글을 써온 칼럼니스트이자 콜라보레이티브 펀드 파트너로 활동중인 모건 하우절의 첫 책이다. 출간 즉시 아마존 투자 분야 1위를 차지했고 개인 투자자부터 전문 컨설턴트까지 극찬 세례를 받으며 명실상부 ‘2020 아마존 최고의 금융도서’로 평가받는다.
《돈의 심리학》은 총 20개 스토리로 구성되어 있다. ‘스토리텔링의 천재’ ‘소설가의 기술을 가진 금융 작가’라는 별명답게 모건 하우절이 들려주는 20개의 투자 스토리는 대단히 매력적이다. 하나하나 실화와 실증에 바탕을 두되 이야기의 재미와 투자의 교훈을 빠짐없이 담아냈다. 
제2차 세계대전 당시 독일의 탱크 부대 이야기, 마이크로소프트 창업에 관한 빌 게이츠의 고백, LA에서 주차 대행 아르바이트를 하던 시절 페라리에 얽힌 에피소드, 워런 버핏의 놀라운 수익률의 비밀까지 다양한 이야기를 흥미롭게 전개하여 읽는 이들을 단번에 사로잡는다. 또한 그 끝에는 하나같이 감탄을 부르는 탁월한 통찰을 담고 있다. 부에 관한 문제는 결국 학력, 지능, 노력과 직접적 관련이 없으며 돈에 관한 인간의 편향, 심리, 다시 말해 ‘돈의 심리학’과 밀접한 관련이 있음을 깨닫게 한다. 
국내에서 30만 부 판매 돌파를 기념하여 출간하는 ‘스페셜 에디션’에는 모건 하우절이 새롭게 쓴 ‘보너스 스토리’가 수록된다. 책이 출간된 지 2년이 지난 시점에서 그가 새롭게 깨달은 ‘부의 비밀’에 대해 이야기한다. 세상이 아무리 바뀌어도 모건 하우절이 제시하는 ‘돈의 심리학’의 힘은 여전하다. 그것이 국내외 투자전문가들이 이 책을 ‘투자서의 현대판 고전’으로 앞다퉈 추천하는 이유이다. 
 결국 학력, 지능, 노력과 직접적 관련이 없으며 돈에 관한 인간의 편향, 심리, 다시 말해 ‘돈의 심리학’과 밀접한 관련이 있음을 깨닫게 한다."
https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791198682505.jpg,나를 소모하지 않는 현명한 태도에 관하여,마티아스 뇔케,·,퍼스트펭귄,10%,"더 성공해야 하고, 더 노력해야 하고, 더 욕망해야 하고, 더 보여줘야 한다는 강박이 난무하는 시대다. 그러나 모두가 자기를 내세우고 드러내느라 시끄러운 세상에서는 역설적으로 절제된 말과 행동, 고요함과 평온함이 더 절실히 그리워지고, 더 강력하게 다가오기 마련이다. 『나를 소모하지 않는 현명한 태도에 관하여』는 모든 것이 과하게 요구되고, 요란하게 소비되는 시대에 ‘더 현명한 삶의 방식’은 무엇인지를 통찰한 책이다. 독일의 언론인이자 베스트셀러 작가이며 문학과 커뮤니케이션 과학, 심리학 등을 두루 공부한 마티아스 뇔케 박사는 특유의 재치와 명쾌함이 돋이는 글쓰기로 ‘보여주기 위해 극대화하는 삶이 아닌 조용히 나를 지키는 삶’으로 독자들을 안내한다. 
과도하게 애쓰며 자신의 삶을 소모하지 않아도, 조용히 자신의 존재감을 빛내며 능력을 발휘하는 사람들이 있다. “겸손이야말로 자신감을 보여줄 수 있는 가장 효과적이고 배려 깊은 태도”라고 말하는 저자는 누구나 공감하게 만드는 풍부한 사례를 통해 ‘겸손한 태도’가 발휘하는 힘을 매우 유쾌하게 펼쳐 보여준다. 현 시대의 풍경과 의미를 날카롭게 짚어내는 것은 물론 문화사적 통찰, 심리학적 측면과 관계의 기술까지 아우르며 독자들의 공감과 사색의 폭을 넓혀준다. 독일의 언론과 독자들이 극찬한 것처럼, 더 자유롭고 행복한 삶을 원한다면 마티아스 뇔케의 이 말에 귀 기울여보자. “세상이 아무리 폭풍 같아도 고요히 자기의 중심을 잃지 않는 사람. 모두 자기를 내세우느라 떠들썩한 세상에서 묵묵하게 겸손함을 선택한 사람. 이런 사람이야말로 가장 현명하고, 가장 강한 사람이다. 이런 사람은 누구도 상처 주지 않고 결국 모두를 이깁니다.”"
https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788959897223.jpg,트렌드 코리아 2025,김난도 외,·,미래의창,10%,"역대급 무더위가 대한민국을 강타한 2024년 여름, 지구는 역사상 가장 뜨거운 날의 기록을 연달아 경신했다. 지금 우리는 ‘역대급’이라는 말 자체가 역대급으로 많이 쓰이는 시대를 살고 있다. 그만큼 우리 사회의 역동성이 크다는 뜻이기도 하다. 근 20년 동안 우리 사회의 추이와 소비 활동의 여러 모습을 추적, 관찰해온 트렌드 코리아 팀은 대한민국이 그 어느 때보다도 더 특유의 역동성과 역량을 바탕으로 전에 없는 다양성을 표출하는 모습을 목격하고 이를 책에 담고자 했다. 대한민국은 열풍의 나라이기도 하다. 해외 토픽을 장식한 푸바오 열풍, 마라탕과 탕후루에 이은 두바이 초콜릿 열풍, AI 열풍, 의대 열풍, 스페셜티 커피 열풍, 레트로 열풍, 남녀노소를 가리지 않는 ‘먼작귀’ 열풍까지…. 이 모든 것이 시사하는 바는 무엇인가? 이런 열풍의 이면에 있는 우리 사회 구성원들의 욕망과 결핍은 무엇일까? 〈트렌드 코리아 2025〉에서 이에 대한 답을 찾아보도록 하자."
https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791171711673.jpg,하루 한 장 나의 어휘력을 위한 필사 노트,유선경,·,위즈덤하우스,10%,"최근 인공지능에 대한 관심이 뜨거워지면서 챗GPT를 활용하는 범위가 늘어나고 있다. 모바일 채팅봇의 기계적인 답변만 생각했다가, 막상 써보면 꽤 그럴싸한 언변과 뜻밖의 논리를 갖추고 있어 흠칫 놀라게 된다는 반응이 다수다. 알고 보면 크게 어려운 말도 없고, 뾰족한 메시지가 있는 것도 아닌데, 내가 하고 싶었던 말과 생각들을 그대로 읽어냈다는 느낌을 지울 수 없다. 몰라서 못 쓰는 것이 아니라 머리로는 알지만 어떻게 써야 할지 몰랐던 생각과 주장을 챗GPT가 술술 풀어내는 것을 보면서 그간의 어휘력과 문장력을 돌아보게 된다. 할 말은 많지만 쓸 만한 말이 없음을 실감하며, 전에 없던 다독 혹은 필사에 관심을 갖게 된다.  
《하루 한 장 나의 어휘력을 위한 필사 노트》는 필사를 시작하거나 하고 있는 사람이라면 한 번쯤 던져보았을 질문을 해소하는 데서 출발한다. 단순히 책 한 권을 베껴 쓰는 통 필사의 개념이 아닌, 그 이상의 효용을 끌어내기 위한 구체적인 방법들을 단계별로 제시한다. 소설, 시, 산문, 희곡 등 일상에서 흔히 읽기 어려운 다양한 작품들을 마주할 기회를 제공하는데, 특히 저자가 엄선하여 고른 본문 속 작품들은 눈으로 읽어도 좋지만 집중해서 천천히 손으로 필사할 때 더욱 각별한 ‘울림’이 있다. ‘어휘와 친해지는 법’, ‘어휘력을 기르는 비결’, ‘어휘가 주는 힘’ 등 어휘력을 끌어올리는 구체적인 방법을 제시하며 동시에 자신의 목적에 더 부합한 필사를 심화할 수 있도록 돕는다. 그 외 새롭게 읽고 필사한 문장에서 발견한 어휘를 재료로 자기만의 글쓰기를 할 수 있는 지면도 마련되어 있고, 각주에 달린 유의어 등을 본문에 대입해 읽다 보면 그간 놓치고 있던 ‘말맛’도 세세하게 느낄 수 있다. 

‘쓰지 않는 말들은 결국 쓸 수 없는 말들이다’
- 내 안의 숨은 어휘력을 찾아줄 134편의 실용적인 글쓰기, 필사   

우리가 살아가는 데 필요한 기본 어휘는 읽고, 표현하는 데 문제가 없으면 충분한 게 사실이다. 하지만 자세히 들여다보면 일상에서 주고받는 말과 글은 생각보다 다채롭지 않다. 비슷하 단어들과 형식적인 내용만 반복적으로 오간다. 그러다 보니 새로운 것을 듣고 익혀 나의 언어를 풍성하게 만들 기회가 부족하다. 빈약한 어휘는 나의 생각과 감정을 효과적으로 표현하지 못하고, 정보와 지식을 해석하는 면에서도 뒤처지는 원인이 된다. 
이 책은 풍성한 언어 구사력과 빠른 문해력에 목말라 있던 사람들을 위해 유선경 작가가 자신의 독서 경험과 필사 노하우를 결합해 만든 최초의 어휘력 필사책이다. 하루 한 장, 10분 남짓의 글쓰기를 통해 그동안 쓰지 않던 말을 꺼내어 쓸 수 있게 돕는다. 몰라서 못 쓴 것이 아니라 알고 있었지만 쓰일 기회가 적었던 표현이나 어휘를 익혀 비로소 내 것으로 만들어 준다. 
우리는 경험한 것만 알 수 있고, 그 외의 것은 미지의 영역이다. 언어도 마찬가지다. 결국 내가 쓰지 않는 말들은 쓸 수 없는 말이다. 쓰지 않는 말의 영역이 줄어들고, 쓸 수 있는 말이 점점 늘어날 때, 공적인 글쓰기뿐만 아니라 일상적인 대화에서도 나의 어휘력과 문장력이 한 결 넓어졌음을 체감하게 된다. 또한 낯선 문학 작품이나 생소한 어휘를 익히려 시작한 필사가 마음의 운동이 되고 명상이 되는 효과까지 두루 경험할 수 있어 ‘어른의 교양’을 위한 공부로도 손색이 없다.
이 책을 통해 계속해서 쓰는 사람, 가볍지만 꾸준하게 하루 한 장이라도 읽고 쓰는 기쁨을 맛본다면 필사의 기쁨과 나를 위한 공부의 효용을 체감하게 될 것이다. 그때는 부러 움직이지 않아도 책상에 노트와 펜을 들고 앉아 이 시간을 기다리는 자신과 마주하게 될 것이다. 그것이 바로 루틴의 힘이니까."
https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791198686114.jpg,THE MONEY BOOK(더 머니북),토스,·,비바리퍼블리카,10%,"미국 퓨리서치센터의 조사 결과에 따르면 “삶에서 가장 가치 있다고 생각하는 것은 무엇인가""라는 질문에 17개 선진국 중 ‘가족'과 ‘직업'을 제치고 ‘물질적 행복'을 1순위로 꼽은 것은 한국이 유일했다. 그러는 한편 국내의 여러 연구에 따르면 한국인의 금융 문맹률이 심각할 정도로 높고, 특히 평생에 걸쳐 진행되어야 하는 돈 관리에 필요한 금융지식이 턱없이 부족하다고 한다. 돈이 행복의 필수 조건이라고 여기면서도, 막상 돈을 잘 모르는 사람들. 《더 머니북》은 이 사람들을 위해 만들어졌다. 

돈의 많고 적음은 개인이 당장 컨트롤하기 어렵다. 다만 '돈을 다루는 능력'은 스스로 높일 수 있다. 금융지능, 혹은 금융 이해력이라고 부를 수 있는 이 능력은 키웠을 때 돈과 닿아 있는 모든 일상에서 더 나은 쪽으로 결정할 수 있는 힘이 생기고, 낮으면 생존에 위협적이다. 부자가 되는 법과는 다르며, 개개인의 삶을 지탱해주는 근간이 된다. 

문제는 금융 이해력을 기르는 과정이 많은 부분 개인의 의지에 달렸다는 점이다. 각자 처한 환경과 정보 비대칭 속에서 알음알음 이뤄지다 보니 공통적으로 알고 있어야 하는 수준을 가늠하기 어렵다는 것 또한 우리 모두의 숙제다. 이를 해결하고자 토스는 가장 편리한 금융 서비스인 동시에 생존에 필수인 ‘돈’에 관해 꼭 필요한 정보를 얻는 곳이 되기 위해 애쓰고 있다. 이 책은 사용자들에게 자주 받아온 “금융교육은 어디서 받나요?”라는 질문에 토스가 내놓는 답이자, ‘누구나 편리하고 평등하게 금융하는 세상 만들기’라는 진심을 말하는 시작점이다."
https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788954616515.jpg,희랍어 시간,한강,·,문학동네,10%,"한국인 최초 맨부커상 수상 작가 한강의 장편소설 『희랍어 시간』. 말을 잃어가는 한 여자의 침묵과 눈을 잃어가는 한 남자의 빛이 만나는 순간을 그리고 있다. 열일곱 살 겨울, 여자는 어떤 원인이나 전조 없이 말을 잃는다. 말을 잃고 살던 그녀의 입을 다시 움직이게 한 건 낯선 외국어였던 한 개의 불어 단어였다. 시간이 흘러, 이혼을 하고 아이의 양육권을 빼앗기고 다시 말을 잃어버린 여자는 죽은 언어가 된 희랍어를 선택한다. 그곳에서 만난 희랍어 강사와 여자는 침묵을 사이에 놓고 더듬더듬 대화한다. 한편, 가족을 모두 독일에 두고 혼자 한국으로 돌아와 희랍어를 가르치는 남자는 점점 빛을 잃어가고 있다. 그는 아카데미의 수강생 중 말을 하지도, 웃지도 않는 여자를 주의 깊게 지켜보지만 그녀의 단단한 침묵에 두려움을 느끼는데…."
https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788965422785.jpg,해커스 토익 기출 VOCA(보카),David Cho,·,해커스어학연구소,10%,"1. 토익 기출 보카 30일 완성!
2. 주제별 연상암기로 쉽고 재미있게 단어 학습
3. 최신 기출 단어 및 출제포인트 수록
4. 목표 점수대별 필수 단어로 맞춤 학습 가능
5. 출제율 높은 핵심 단어만 골라 효율적으로 학습
6. 토익 신유형 대비 〈토익 필수 이디엄 표현〉 수록
7. 실전 감각을 키우는 토익 실전문제 13회분 제공(교재 3회+온라인 10회)"
https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791130646381.jpg,이처럼 사소한 것들,클레어 키건,·,다산책방,10%,"* 문학평론가 신형철, 르포작가 은유 추천
* 2022 오웰상 소설 부문 수상	
* 킬리언 머피 주연·제작 영화화

2023년 4월 국내에 처음 소개된 『맡겨진 소녀』로 국내 문인들과 문학 독자들의 열렬한 환호를 받은 클레어 키건의 대표작 『이처럼 사소한 것들』이 다산책방에서 번역 출간되었다. 작가가 전작 『맡겨진 소녀』 이후 11년 만에 세상에 내놓은 소설로, 자국에서는 이미 오래전부터 거장의 반열에 오른 키건에게 미국을 넘어 세계적인 명성을 안겨준 작품이다. 2022년 부커상 최종후보에 오르고, 같은 해 오웰상(소설 부문), 케리그룹 문학상 등 유수의 문학상을 휩쓸었으며, 특히 부커상 심사위원회는 “아름답고 명료하며 실리적인 소설”이라는 평을 보내며 이 소설이 키건의 정수가 담긴 작품임을 알렸다. 전 세계 독자들의 사랑과 언론의 호평을 받으며 베스트셀러에 오른 이 책은, 자신이 속한 사회 공동체의 은밀한 공모를 발견하고 자칫 모든 걸 잃을 수 있는 선택 앞에서 고뇌하는 한 남자의 내면을 그린 작품이다. 키건 특유의 섬세한 관찰과 정교한 문체로 한 인간의 도덕적 동요와 내적 갈등, 실존적 고민을 치밀하게 담아냈다. 저자의 열렬한 팬으로 유명한 아일랜드 출신의 배우 킬리언 머피는 직접 제작과 주연을 맡아 이 소설을 영화로 만들고 있으며 현재 모든 촬영을 마친 상태이다."
https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791167372864.jpg,구의 증명(리커버판),최진영,·,은행나무,10%,"사랑 후 남겨진 것들에 관한 숭고할 만큼 아름다운 이야기

최진영 소설 《구의 증명》은 사랑하는 연인의 갑작스러운 죽음 이후 겪게 되는 상실과 애도의 과정을 통해 삶의 의미 혹은 죽음의 의미를 되묻는 소설이다. 이 작품에서 최진영은 퇴색하지 않는 사랑의 가치를 전면에 내세우고 아름다운 문장과 감성적이며 애절한 감수성을 통해 젊고 아름다운 남녀의 열정적인 사랑과 냉정한 죽음에 대해 세련된 감성과 탁월한 문체로 담아내고 있다."
https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791167740984.jpg,도둑맞은 집중력,요한 하리,·,어크로스,10%,"집중력 부족을 개인 탓, 도파민 탓이라고 생각했던 통념에서 깨어나 사회 시스템의 문제를 인식하자는 제안을 던진 책 《도둑맞은 집중력》이 30만 부 기념 특별 한정판 ‘아이스 에디션’으로 돌아왔다.
2023년 독자, 서점, 언론이 뽑은 올해의 책 1위이자 30만 독자가 선택한 책 《도둑맞은 집중력》은 위트 있는 독서 후기로도 화제가 되었다. 책을 구입해 두고 “집중력 도둑맞아서 못 읽었다”는 트윗, “도둑맞은 집중력 읽고 트위터가 얼마나 해로운지 잘 아는 상태로 트위터 하는 사람 됐다”는 고백, “미국인 평균 스크린 타임은 3시간 15분”이라는 내용을 보고 책 읽기를 멈추고 확인했더니 7시간 30분이었다는 한탄까지...  독자들의 도둑맞은 집중력을 완전히 되찾아줄 수 없었던 출판사는 올여름을 맞이해 특단의 대책을 마련했다. 
그래서 탄생한 《도둑맞은 집중력》 아이스 에디션. 표지만 봐도 시원하고, 책을 넘길수록 더위가 가실 것 같고, 그래서 없던 집중력이 돌아오며 정신이 번쩍 들 것만 같다. 책에서 지목한 집중력을 망가뜨리는 13가지 원인, 즉 스크린 중독, 멀티태스킹, 수면 부족, 사라진 독서 시간, 과도한 노동 강도, 질 낮아진 식단, 학교 교육 방식과 더불어 여름 더위라는, 누구도 쉽게 피해 가지 못할 집중력 도둑에 맞설 가장 강력한 무기 《도둑맞은 집중력》 아이스 에디션을 만나보자."
